Type;Name;Schema;ParentName;ParentType;ParentSchema;Title;Description;CustomField1;CustomField2;CustomField3
COLUMN;Diagram;;Illustration;TABLE;Production;;Illustrations used in manufacturing instructions. Stored as XML.;;;
COLUMN;director_id;;deails;COLUMN;;;Program director ID;;;
COLUMN;DiscontinuedDate;;Product;TABLE;Production;;Date the product was discontinued.;;;
COLUMN;Discount Amount;;Internet Sales;TABLE;;;Amount of discount in USD (if any);;;
COLUMN;discount_amount;;products;COLUMN;;;Discount amount in base currency;;;
COLUMN;discount_percentage;;products;COLUMN;;;Percent of base price;;;
COLUMN;DiscountPct;;SpecialOffer;TABLE;Sales;;Discount percentage.;;;
COLUMN;DiscountPct;;SpecialOffer;TABLE;Sales;;Discount precentage.;;;
COLUMN;DistanceKilometers;;kibana_sample_data_flights;SEARCH_INDEX;;;Distance in kilometers;;;
COLUMN;DistanceMiles;;kibana_sample_data_flights;SEARCH_INDEX;;;Distance in miles;;;
COLUMN;Document;;Document;TABLE;Production;;Complete document.;;;
COLUMN;DocumentLevel;;Document;TABLE;Production;;Depth in the document hierarchy.;;;
COLUMN;DocumentNode;;Document;TABLE;Production;;Primary key for Document records.;;;
COLUMN;DocumentNode;;ProductDocument;TABLE;Production;;Document identification number. Foreign key to Document.DocumentNode.;;;
COLUMN;DocumentSummary;;Document;TABLE;Production;;Document abstract.;;;
COLUMN;DueDate;;PurchaseOrderDetail;TABLE;Purchasing;;Date the product is expected to be received.;;;
COLUMN;DueDate;;SalesOrderHeader;TABLE;Sales;;Date the order is due to the customer.;;;
COLUMN;DueDate;;WorkOrder;TABLE;Production;;Work order due date.;;;
COLUMN;eage;;bds2018_eage.csv;STRUCTURE;;;Establishment age;;;
COLUMN;Earthquake;;insurance_data.xlsx.tblPolicies;STRUCTURE;;;If disaster was an earthquake (Y/N);;;
COLUMN;email;;bank;SEARCH_INDEX;;;Client's email address;;;
COLUMN;Email;;Clients;TABLE;dbo;;Registration email;;;
COLUMN;email;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;Customer's email address;;;
COLUMN;Email Address;;Customer;TABLE;;;E-mail address for the person.;;;
COLUMN;EmailAddress;;EmailAddress;TABLE;Person;;E-mail address for the person.;;;
COLUMN;EmailAddress;;ProductReview;TABLE;Production;;Reviewer's e-mail address.;;;
COLUMN;EmailAddressID;;EmailAddress;TABLE;Person;;Primary key. ID of this email address.;;;
COLUMN;EmailPromotion;;Person;TABLE;Person;;0 = Contact does not wish to receive e-mail promotions, 1 = Contact does wish to receive e-mail promotions from AdventureWorks, 2 = Contact does wish to receive e-mail promotions from AdventureWorks and selected partners. ;;;
COLUMN;emp;;bds2018.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_cty.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_eage.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_esize.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_fage.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_fsize.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_iesize.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_ifsize.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_metro.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_sector.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;emp;;bds2018_st.csv;STRUCTURE;;Employees;Number of employees associated with firm deaths during the last 12 months;;;
COLUMN;EmployeeID;;PurchaseOrderHeader;TABLE;Purchasing;;Employee who created the purchase order. Foreign key to Employee.BusinessEntityID.;;;
COLUMN;employement_date;;employees.Delta;STRUCTURE;;;Date when employee was employed. ;;;
COLUMN;employer;;bank;SEARCH_INDEX;;;Client's employer;;;
COLUMN;end_date;;projects;TABLE;;;Project end date;;;
COLUMN;EndDate;;BillOfMaterials;TABLE;Production;;Date the component stopped being used in the assembly item.;;;
COLUMN;EndDate;;EmployeeDepartmentHistory;TABLE;HumanResources;;Date the employee left the department. NULL = Current department.;;;
COLUMN;EndDate;;ProductCostHistory;TABLE;Production;;Product cost end date.;;;
COLUMN;EndDate;;ProductListPriceHistory;TABLE;Production;;List price end date;;;
COLUMN;EndDate;;SalesTerritoryHistory;TABLE;Sales;;Date the sales representative left work in the territory.;;;
COLUMN;EndDate;;SpecialOffer;TABLE;Sales;;Discount end date.;;;
COLUMN;EndDate;;WorkOrder;TABLE;Production;;Work order end date.;;;
COLUMN;EndOfDayRate;;CurrencyRate;TABLE;Sales;;Final exchange rate for the day.;;;
COLUMN;EndTime;;Shift;TABLE;HumanResources;;Shift end time.;;;
COLUMN;ErrorLine;;ErrorLog;TABLE;dbo;;The line number at which the error occurred.;;;
COLUMN;ErrorLogID;;ErrorLog;TABLE;dbo;;Primary key for ErrorLog records.;;;
COLUMN;ErrorMessage;;ErrorLog;TABLE;dbo;;The message text of the error that occurred.;;;
COLUMN;ErrorNumber;;ErrorLog;TABLE;dbo;;The error number of the error that occurred.;;;
COLUMN;ErrorProcedure;;ErrorLog;TABLE;dbo;;The name of the stored procedure or trigger where the error occurred.;;;
COLUMN;ErrorSeverity;;ErrorLog;TABLE;dbo;;The severity of the error that occurred.;;;
COLUMN;ErrorState;;ErrorLog;TABLE;dbo;;The state number of the error that occurred.;;;
COLUMN;ErrorTime;;ErrorLog;TABLE;dbo;;The date and time at which the error occurred.;;;
COLUMN;esize;;bds2018_esize.csv;STRUCTURE;;;Establishment size;;;
COLUMN;estabs;;bds2018.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_cty.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_eage.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_esize.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_fage.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_fsize.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_iesize.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_ifsize.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_metro.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_sector.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs;;bds2018_st.csv;STRUCTURE;;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
COLUMN;estabs_entry;;bds2018.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_cty.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_eage.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_esize.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_fage.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_fsize.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_iesize.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_ifsize.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_metro.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_sector.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry;;bds2018_st.csv;STRUCTURE;;;Number of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_cty.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_eage.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_esize.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_fage.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_fsize.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_iesize.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_ifsize.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_metro.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_sector.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_entry_rate;;bds2018_st.csv;STRUCTURE;;;Rate of establishments born during the last 12 months;;;
COLUMN;estabs_exit;;bds2018.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_cty.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_eage.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_esize.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_fage.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_fsize.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_iesize.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_ifsize.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_metro.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_sector.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit;;bds2018_st.csv;STRUCTURE;;;Number of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_cty.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_eage.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_esize.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_fage.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_fsize.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_iesize.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_ifsize.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_metro.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_sector.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;estabs_exit_rate;;bds2018_st.csv;STRUCTURE;;;Rate of establishments exited during the last 12 months;;;
COLUMN;Event;;DatabaseLog;TABLE;dbo;;The type of DDL statement that was executed.;;;
COLUMN;event;;kibana_sample_data_ecommerce;SEARCH_INDEX;;;-;;;
COLUMN;event;;kibana_sample_data_logs;SEARCH_INDEX;;;-;;;
COLUMN;EventDateTime;;OrderTracking;TABLE;Sales;;The date and time that a tracking event has occurred.;;;
COLUMN;EventDetails;;OrderTracking;TABLE;Sales;;Details for a delivery tracking event.;;;
COLUMN;EventName;;TrackingEvent;TABLE;Sales;;Tracking event name.;;;
COLUMN;Expiry;;insurance_data.xlsx.tblPolicies;STRUCTURE;;;Policy expire date.;;;
COLUMN;ExpMonth;;CreditCard;TABLE;Sales;;Credit card expiration month.;;;
COLUMN;ExpYear;;CreditCard;TABLE;Sales;;Credit card expiration year.;;;
COLUMN;extension;;kibana_sample_data_logs;SEARCH_INDEX;;;Extension of file;;;
COLUMN;fage;;bds2018_fage.csv;STRUCTURE;;;Firm age;;;
COLUMN;favorite_color;;users.avro.[example.avro.User];STRUCTURE;;;User's favorite color.;;;
COLUMN;favorite_color;;users.orc;STRUCTURE;;;User's favorite color.;;;
COLUMN;favorite_color;;users.parquet;STRUCTURE;;;User's favorite color.;;;
COLUMN;favorite_numbers;;users.avro.[example.avro.User];STRUCTURE;;;List of user's favorite numbers.;;;
COLUMN;favorite_numbers;;users.orc;STRUCTURE;;;List of user's favorite numbers.;;;
COLUMN;favorite_numbers;;users.parquet;STRUCTURE;;;List of user's favorite numbers.;;;
COLUMN;FileExtension;;Document;TABLE;Production;;File extension indicating the document type. For example, .doc or .txt.;;;
COLUMN;FileName;;Document;TABLE;Production;;File name of the document;;;
COLUMN;FinishedGoodsFlag;;Product;TABLE;Production;;0 = Product is not a salable item. 1 = Product is salable.;;;
COLUMN;firms;;bds2018.csv;STRUCTURE;;Firms;Number of firms that exited during the last 12 months;;;
COLUMN;firms;;bds2018_cty.csv;STRUCTURE;;Firms;Number of firms that exited during the last 12 months;;;
